t_id,t_name,t_ts,t_usage,t_L,t_DA,t_Dpi,c_id,c_name,c_ts,c_usage,c_L,c_DA,c_Dpi,c_role,du,same_ts,d_DA,d_Dpi
1642419,Jamison Battle,TOR 2024-25,0.147,0.012901090304374,0.19402127257383717,0.0713518530099832,1642367,Jonathan Mogbo,TOR 2024-25,0.145,0.0060138108090018,0.05341936585643958,0.055497647087508845,ROLE OCCUPANT / SPECIALIST,0.0020000000000000018,1,0.14060190671739758,0.015854205922474357
1627826,Ivica Zubac,LAC 2022-23,0.149,0.0509910229927556,0.09193891497030726,0.09595930920099302,1629611,Terance Mann,LAC 2022-23,0.149,0.0039805603102512,0.028257536116302773,0.032592234496578165,ROLE OCCUPANT / SPECIALIST,0.0,1,0.06368137885400449,0.06336707470441486
1630200,Tre Jones,SAS 2023-24,0.149,0.0236035317383731,0.09745223452375873,0.026900924057669036,1626224,Cedi Osman,SAS 2023-24,0.146,0.0048110041885485,0.12853349452086338,0.04454253532680446,ROLE OCCUPANT / SPECIALIST,0.0030000000000000027,1,-0.03108125999710465,-0.017641611269135424
1628975,Jevon Carter,MIL 2022-23,0.149,0.0397100356850291,0.12056422311599946,0.031067252110115115,202709,Cory Joseph,DET 2022-23,0.149,0.0020164948049254,0.06826184927374845,0.07916552233141563,ROLE OCCUPANT / SPECIALIST,0.0,0,0.052302373842251004,-0.04809827022130052
1629634,Brandon Clarke,MEM 2024-25,0.15,0.1423486166339161,0.46343856488542,0.04929308021339275,1630168,Onyeka Okongwu,ATL 2022-23,0.15,0.0066684578061563,0.07704515107414556,0.04474132099607852,ROLE OCCUPANT / SPECIALIST,0.0,0,0.38639341381127446,0.0045517592173142316
203991,Clint Capela,ATL 2022-23,0.151,0.0217328255293547,0.08593781905411779,0.06299137680651397,1628381,John Collins,ATL 2022-23,0.168,0.0049202798553912,0.03938069429992064,0.06322935057267182,ROLE OCCUPANT / SPECIALIST,0.017000000000000015,1,0.046557124754197154,-0.00023797376615784793
203497,Rudy Gobert,MIN 2023-24,0.152,0.6197062463896956,0.6586346179279152,0.11386311157582887,1630183,Jaden McDaniels,MIN 2023-24,0.156,0.0018561530142261,0.026399080579085354,0.03827096113182678,ROLE OCCUPANT / SPECIALIST,0.0040000000000000036,1,0.6322355373488299,0.0755921504440021
101108,Chris Paul,GSW 2023-24,0.154,0.0302576874250324,0.040124473017816076,0.08620453400398786,1641764,Brandin Podziemski,GSW 2023-24,0.149,0.0091289363195126,0.05033541244358131,0.04509311596898788,ROLE OCCUPANT / SPECIALIST,0.0050000000000000044,1,-0.01021093942576523,0.041111418034999986
1642267,Bub Carrington,WAS 2024-25,0.154,0.0891019082934972,0.06241941136832496,0.05716299272913935,1630557,Corey Kispert,WAS 2024-25,0.169,0.0132384336005012,0.10452626209617688,0.027235895698251668,ROLE OCCUPANT / SPECIALIST,0.015000000000000013,1,-0.04210685072785192,0.02992709703088768
1629651,Nic Claxton,BKN 2022-23,0.155,0.0845240026860323,0.050438347562852925,0.07238760463440325,1627732,Ben Simmons,BKN 2022-23,0.142,0.0066361634975805,0.09277292809514603,0.056590042006237226,ROLE OCCUPANT / SPECIALIST,0.013000000000000012,1,-0.04233458053229311,0.01579756262816602
1631255,Karlo Matković,NOP 2024-25,0.155,0.0182987771487722,0.13248102253569694,0.051883052787732656,1628971,Bruce Brown,NOP 2024-25,0.169,0.0086458994054807,0.1623371472221422,0.09887560200524344,ROLE OCCUPANT / SPECIALIST,0.014000000000000012,1,-0.029856124686445273,-0.04699254921751078
1631128,Christian Braun,DEN 2024-25,0.155,0.0590010119265291,0.21869274477351786,0.03361664201948396,1631212,Peyton Watson,DEN 2024-25,0.138,0.0132193224519054,0.07117641767955052,0.04358401134706183,ROLE OCCUPANT / SPECIALIST,0.016999999999999987,1,0.14751632709396734,-0.009967369327577871
1631243,Mouhamed Gueye,ATL 2024-25,0.155,0.0157220421107681,0.24735582441576343,0.039977069222652546,1629726,Garrison Mathews,ATL 2024-25,0.153,0.0032687248485658,0.08635448847468064,0.06655393234162685,ROLE OCCUPANT / SPECIALIST,0.0020000000000000018,1,0.1610013359410828,-0.026576863118974302
1630183,Jaden McDaniels,MIN 2022-23,0.156,0.0635052077778828,0.054087098688776036,0.047261846715576775,1627752,Taurean Prince,MIN 2022-23,0.165,0.0082970223552768,0.0814416140981209,0.026373774163051988,ROLE OCCUPANT / SPECIALIST,0.009000000000000008,1,-0.02735451540934486,0.020888072552524787
1629651,Nic Claxton,BKN 2023-24,0.156,0.0689299074424872,0.09911961857113039,0.046059852104693634,1628372,Dennis Smith Jr.,BKN 2023-24,0.174,0.0024488752990884,0.04055395725450672,0.041224741400615376,ROLE OCCUPANT / SPECIALIST,0.017999999999999988,1,0.05856566131662366,0.004835110704078258
1627780,Gary Payton II,GSW 2024-25,0.156,0.0150578432124137,0.21449691001461813,0.029554070736166102,203110,Draymond Green,GSW 2024-25,0.157,0.0103608986124232,0.12188183935512165,0.07065805165977995,ROLE OCCUPANT / SPECIALIST,0.0010000000000000009,1,0.09261507065949648,-0.04110398092361385
1642273,Kyshawn George,WAS 2024-25,0.156,0.0592002928445739,0.07868223035858568,0.044858653290510406,1630172,Patrick Williams,CHI 2022-23,0.156,0.0044468150078464,0.09673494318525289,0.04269231531186653,ROLE OCCUPANT / SPECIALIST,0.0,0,-0.018052712826667205,0.0021663379786438786
1628386,Jarrett Allen,CLE 2024-25,0.156,0.1096850958085023,0.14484785780919696,0.07745089406480404,1629622,Max Strus,CLE 2024-25,0.143,0.0057447254600689,0.05363390040238214,0.04093013910499928,ROLE OCCUPANT / SPECIALIST,0.013000000000000012,1,0.09121395740681482,0.036520754959804766
1641744,Zach Edey,MEM 2024-25,0.156,0.087982350051941,0.533070412717809,0.05461248209537933,1631099,Keegan Murray,SAC 2022-23,0.156,0.0147346902729348,0.12203447551629887,0.030855247571665495,ROLE OCCUPANT / SPECIALIST,0.0,0,0.4110359372015101,0.023757234523713838
1642377,Jaylen Wells,MEM 2024-25,0.156,0.0258403229390377,0.13702111099036718,0.040251763931709324,201572,Brook Lopez,MIL 2023-24,0.156,0.0141801176110128,0.08693438276975929,0.027400232647562445,ROLE OCCUPANT / SPECIALIST,0.0,0,0.05008672822060789,0.012851531284146879
1631218,Trayce Jackson-Davis,GSW 2023-24,0.157,0.0396574152451192,0.12291063778228195,0.05638552438394333,203110,Draymond Green,GSW 2023-24,0.148,0.0055036384444704,0.06870735934530037,0.048594427719984304,ROLE OCCUPANT / SPECIALIST,0.009000000000000008,1,0.05420327843698158,0.007791096663959024
1630164,James Wiseman,DET 2023-24,0.158,0.0130775377441849,0.11470980743916515,0.05597803126320236,1631323,Simone Fontecchio,DET 2023-24,0.159,0.0010789930033082,0.0355980060249812,0.06594994385619761,ROLE OCCUPANT / SPECIALIST,0.0010000000000000009,1,0.07911180141418395,-0.00997191259299525
1630530,Trey Murphy III,NOP 2022-23,0.159,0.044115683991985,0.053255364890157475,0.03094150438964212,1630230,Naji Marshall,NOP 2022-23,0.172,0.0107916267449078,0.22219393590930492,0.05873464884648613,ROLE OCCUPANT / SPECIALIST,0.012999999999999984,1,-0.16893857101914744,-0.027793144456844013
1631133,Jabari Walker,POR 2023-24,0.159,0.0223171359149978,0.040332337559712106,0.04971604063025165,1629614,Andrew Nembhard,IND 2022-23,0.159,0.0061820690275823,0.0843890192640725,0.021513253269939896,ROLE OCCUPANT / SPECIALIST,0.0,0,-0.04405668170436039,0.028202787360311756
1630231,KJ Martin,HOU 2022-23,0.16,0.0343783355115432,0.17238640498378233,0.04268009082416235,1630227,Daishen Nix,HOU 2022-23,0.149,0.0051449397032284,0.12250889179409541,0.05591923232761214,ROLE OCCUPANT / SPECIALIST,0.01100000000000001,1,0.04987751318968692,-0.013239141503449785
1627884,Derrick Jones Jr.,LAC 2024-25,0.16,0.0300437682465923,0.07892890648188011,0.040000876704954544,1629599,Amir Coffey,LAC 2024-25,0.15,0.0146582805981387,0.07536194336263213,0.0482082203228049,ROLE OCCUPANT / SPECIALIST,0.010000000000000009,1,0.003566963119247979,-0.008207343617850353
