mover_id,player_id,player,f1,f2,yy1,yy2,gap_seasons,dest_fr,self_sim,decoy_sim,delta
1630692_MEM23_LAL24,1630692,J. Goodwin,MEM,LAL,23,24,0,LAL,-0.1104713479585233,0.16200098241587776,-0.27247233037440105
1630700_NOP23_ATL24,1630700,D. Daniels,NOP,ATL,23,24,0,ATL,0.1122157134450662,-0.21312512195353714,0.32534083539860337
1631108_LAL24_DAL24,1631108,M. Christie,LAL,DAL,24,24,0,DAL,-0.1860179552320617,-0.022632354066499143,-0.16338560116556256
1631111_DET24_CHA24,1631111,W. Moore Jr.,DET,CHA,24,24,0,CHA,0.14370124419447075,-0.4961251198345118,0.6398263640289825
1631115_MIA23_TOR24,1631115,O. Robinson,MIA,TOR,23,24,0,TOR,0.7146622493795798,-0.24340583842163577,0.9580680878012156
1631116_GSW22_WAS23,1631116,P. Baldwin Jr.,GSW,WAS,22,23,0,WAS,0.7971054975809954,0.03862071597573966,0.7584847816052557
1631197_DET23_TOR24,1631197,J. Rhoden,DET,TOR,23,24,0,TOR,-0.0299848761832889,-0.006564730416182866,-0.02342014576710603
1631221_DEN23_PHX24,1631221,C. Gillespie,DEN,PHX,23,24,0,PHX,-0.6448297177625868,-0.48505768186767007,-0.15977203589491673
1631222_MEM24_SAC24,1631222,J. LaRavia,MEM,SAC,24,24,0,SAC,-0.3235958158894597,-0.22750980992159323,-0.09608600596786646
1631223_MEM23_ATL24,1631223,D. Roddy,MEM,ATL,23,24,0,ATL,0.539974275775692,0.19049023687510613,0.3494840389005859
1631230_SAS23_ATL24,1631230,D. Barlow,SAS,ATL,23,24,0,ATL,0.23753725040105642,0.17527585325059725,0.06226139715045917
1631288_MIA23_NOP24,1631288,J. Cain,MIA,NOP,23,24,0,NOP,0.666072250073404,0.12890708418817273,0.5371651658852312
1631311_GSW23_NOP24,1631311,L. Quinones,GSW,NOP,23,24,0,NOP,-0.370373805928802,-0.15696747342003592,-0.21340633250876606
1631323_UTA23_DET23,1631323,S. Fontecchio,UTA,DET,23,23,0,DET,0.7410658026640667,0.5310374140191669,0.2100283886448998
1641732_SAC23_WAS24,1641732,C. Jones,SAC,WAS,23,24,0,WAS,0.10063874819074232,0.3594022860182991,-0.2587635378275568
1641787_DET23_BKN24,1641787,T. Evbuomwan,DET,BKN,23,24,0,BKN,0.18055380872236387,0.287909629289517,-0.10735582056715315
200768_MIA23_PHI23,200768,K. Lowry,MIA,PHI,23,23,0,PHI,0.47887972915110083,0.31546454962568654,0.1634151795254143
201142_BKN22_PHX22,201142,K. Durant,BKN,PHX,22,22,0,PHX,-0.5165676440030332,0.24547012990618847,-0.7620377739092217
201144_UTA22_MIN22,201144,M. Conley,UTA,MIN,22,22,0,MIN,0.0746799238094176,-0.15343485448222158,0.22811477829163918
201145_DEN22_HOU23,201145,J. Green,DEN,HOU,22,23,0,HOU,0.13244542394409042,0.008762265770749667,0.12368315817334076
201565_NYK22_MEM23,201565,D. Rose,NYK,MEM,22,23,0,MEM,-0.5812158190750079,-0.41240231577831876,-0.1688135032966891
201566_LAL22_LAC22,201566,R. Westbrook,LAL,LAC,22,22,0,LAC,-0.457112252679103,0.5944664335441754,-1.0515786862232783
201566_LAC23_DEN24,201566,R. Westbrook,LAC,DEN,23,24,0,DEN,0.3806544418926787,0.04112486349839123,0.3395295783942875
201567_CLE22_MIA22,201567,K. Love,CLE,MIA,22,22,0,MIA,0.08785765779082681,0.07947920465941531,0.0083784531314115
201569_HOU22_LAC22,201569,E. Gordon,HOU,LAC,22,22,0,LAC,0.32991870010557,0.15579970059873477,0.17411899950683524
201569_LAC22_PHX23,201569,E. Gordon,LAC,PHX,22,23,0,PHX,0.684496438624014,0.714879645324031,-0.03038320670001704
201569_PHX23_PHI24,201569,E. Gordon,PHX,PHI,23,24,0,PHI,0.3597981948260483,-0.24762441123330872,0.607422606059357
201580_DAL22_SAC23,201580,J. McGee,DAL,SAC,22,23,0,SAC,0.636299376674065,0.1523563221184685,0.4839430545555965
201587_LAC22_PHI23,201587,N. Batum,LAC,PHI,22,23,0,PHI,0.4536409140515851,0.37080138471797164,0.08283952933361344
201587_PHI23_LAC24,201587,N. Batum,PHI,LAC,23,24,0,LAC,0.5328927505961939,0.13134597651040666,0.4015467740857872
201935_PHI22_LAC23,201935,J. Harden,PHI,LAC,22,23,0,LAC,0.7266480131126295,0.26286775452765243,0.46378025858497707
201942_CHI23_SAC24,201942,D. DeRozan,CHI,SAC,23,24,0,SAC,0.6096741128087033,0.06329017268520312,0.5463839401235002
201950_MIL22_BOS23,201950,J. Holiday,MIL,BOS,22,23,0,BOS,-0.008383845701469793,-0.07512497004807835,0.06674112434660856
201976_LAL22_CHI22,201976,P. Beverley,LAL,CHI,22,22,0,CHI,0.03476469777681438,0.19663032644644032,-0.16186562866962595
201976_CHI22_PHI23,201976,P. Beverley,CHI,PHI,22,23,0,PHI,0.08805721052716423,0.006957430514128782,0.08109978001303544
201976_PHI23_MIL23,201976,P. Beverley,PHI,MIL,23,23,0,MIL,0.042599526249726204,0.10059895605861333,-0.05799942980888712
201988_BKN22_ATL23,201988,P. Mills,BKN,ATL,22,23,0,ATL,0.1699620526958251,0.43326103211377565,-0.26329897941795055
201988_ATL23_MIA23,201988,P. Mills,ATL,MIA,23,23,0,MIA,-0.11743686072347537,-0.16472323375980152,0.04728637303632616
201988_MIA23_UTA24,201988,P. Mills,MIA,UTA,23,24,0,UTA,0.45400493078925697,0.29309845198139306,0.1609064788078639
202083_MIL22_ATL23,202083,W. Matthews,MIL,ATL,22,23,0,ATL,-0.34170501305483536,-0.2518098088140847,-0.08989520424075065
202330_CHA23_OKC23,202330,G. Hayward,CHA,OKC,23,23,0,OKC,-0.06487053598637967,-0.010484102108365983,-0.05438643387801368
202331_LAC23_PHI24,202331,P. George,LAC,PHI,23,24,0,PHI,-0.15056142899246183,-0.26846834770706896,0.11790691871460712
202397_DEN22_CHA23,202397,I. Smith,DEN,CHA,22,23,0,CHA,-0.17049927024583594,-0.10058330497900106,-0.06991596526683488
202681_BKN22_DAL22,202681,K. Irving,BKN,DAL,22,22,0,DAL,-0.4290372132691304,0.01524018702368215,-0.44427740029281254
202685_NOP23_WAS24,202685,J. Valančiūnas,NOP,WAS,23,24,0,WAS,0.30382384590404954,-0.04264052677367135,0.3464643726777209
202685_WAS24_SAC24,202685,J. Valančiūnas,WAS,SAC,24,24,0,SAC,0.1339279029353307,0.10978034386962587,0.024147559065704816
202687_PHX22_MEM23,202687,B. Biyombo,PHX,MEM,22,23,0,MEM,-0.5462977924147169,-0.2652687211566748,-0.28102907125804205
202687_MEM23_SAS24,202687,B. Biyombo,MEM,SAS,23,24,0,SAS,0.6186941624464398,0.3562895486691156,0.2624046137773242
202691_GSW23_DAL24,202691,K. Thompson,GSW,DAL,23,24,0,DAL,0.15280876327035112,0.07260219330141747,0.08020656996893365
202692_DET23_NYK23,202692,A. Burks,DET,NYK,23,23,0,NYK,-0.012301352109351325,0.03458173379556771,-0.046883085904919033
202692_NYK23_MIA24,202692,A. Burks,NYK,MIA,23,24,0,MIA,-0.24941463603494,-0.15578786187148047,-0.09362677416345952
202693_BKN22_DAL23,202693,M. Morris,BKN,DAL,22,23,0,DAL,-0.13400695315916675,0.3586655274989494,-0.4926724806581162
202694_LAC22_PHI23,202694,M. Morris Sr.,LAC,PHI,22,23,0,PHI,-0.2592331769953596,0.11410250258588417,-0.37333567958124375
202694_PHI23_CLE23,202694,M. Morris Sr.,PHI,CLE,23,23,0,CLE,-0.026038394798451797,0.044888825162075874,-0.07092721996052767
202699_PHI23_DET24,202699,T. Harris,PHI,DET,23,24,0,DET,-0.328814694555549,0.19459454529260817,-0.5234092398481571
202704_LAC22_DEN22,202704,R. Jackson,LAC,DEN,22,22,0,DEN,-0.12315072835298954,0.07725330522216418,-0.20040403357515374
202704_DEN23_PHI24,202704,R. Jackson,DEN,PHI,23,24,0,PHI,-0.065311032276439,-0.11943419288395327,0.054123160607514265
202709_DET22_GSW23,202709,C. Joseph,DET,GSW,22,23,0,GSW,-0.8393966062078526,-0.1375149474838731,-0.7018816587239796
202709_GSW23_ORL24,202709,C. Joseph,GSW,ORL,23,24,0,ORL,0.5390981733193613,0.09046869336242024,0.448629479956941
202710_MIA24_GSW24,202710,J. Butler III,MIA,GSW,24,24,0,GSW,-0.4830928761283207,-0.156115895434941,-0.32697698069337966
202711_DET23_NYK23,202711,B. Bogdanović,DET,NYK,23,23,0,NYK,-0.5910036706337237,-0.1298298348109247,-0.461173835822799
202722_DAL22_CHA23,202722,D. Bertans,DAL,CHA,22,23,0,CHA,0.466732708969451,0.33263673257980386,0.13409597638964715
203076_LAL24_DAL24,203076,A. Davis,LAL,DAL,24,24,0,DAL,0.20588048656754174,-0.19955303457145912,0.4054335211390009
203078_WAS22_PHX23,203078,B. Beal,WAS,PHX,22,23,0,PHX,-0.20083756548564524,-0.030565065994396717,-0.17027249949124854
203081_POR22_MIL23,203081,D. Lillard,POR,MIL,22,23,0,MIL,0.36678814087986794,-0.14933983789370758,0.5161279787735755
203082_ORL22_PHX22,203082,T. Ross,ORL,PHX,22,22,0,PHX,0.15211142935283206,0.010089001361116262,0.1420224279917158
203083_CHI23_PHI24,203083,A. Drummond,CHI,PHI,23,24,0,PHI,-0.35733837689730574,-0.1855591061415855,-0.17177927075572025
203084_SAC23_SAS24,203084,H. Barnes,SAC,SAS,23,24,0,SAS,0.2652037424085019,0.05762826768228403,0.2075754747262179
203095_NYK22_DET23,203095,E. Fournier,NYK,DET,22,23,0,DET,-0.5308805122599679,-0.36912687000406275,-0.16175364225590516
203114_MIL24_WAS24,203114,K. Middleton,MIL,WAS,24,24,0,WAS,-0.4155946407249622,-0.1558244040003934,-0.2597702367245688
203115_WAS22_TOR22,203115,W. Barton,WAS,TOR,22,22,0,TOR,0.0844136765166522,0.32854123221132914,-0.24412755569467692
203200_ATL22_DAL22,203200,J. Holiday,ATL,DAL,22,22,0,DAL,-0.34769581432418045,-0.06277196041377597,-0.2849238539104045
203200_DAL22_DEN23,203200,J. Holiday,DAL,DEN,22,23,0,DEN,0.014535368319516148,-0.03839682891138306,0.05293219723089921
203471_LAL22_TOR23,203471,D. Schröder,LAL,TOR,22,23,0,TOR,0.6666812097436937,-0.05660084428613894,0.7232820540298327
203471_TOR23_BKN23,203471,D. Schröder,TOR,BKN,23,23,0,BKN,0.4831539369543931,0.5248903095311225,-0.04173637257672935
203471_BKN24_GSW24,203471,D. Schröder,BKN,GSW,24,24,0,GSW,-0.1525989702549386,-0.265598160516917,0.11299919026197838
203471_GSW24_DET24,203471,D. Schröder,GSW,DET,24,24,0,DET,0.14039909070858975,-0.021973121081407476,0.16237221178999722
203482_UTA23_TOR23,203482,K. Olynyk,UTA,TOR,23,23,0,TOR,0.26862545242455066,0.08816309481374254,0.18046235761080812
203482_TOR24_NOP24,203482,K. Olynyk,TOR,NOP,24,24,0,NOP,-0.17405263913258723,0.2924157075911321,-0.46646834672371934
203484_DEN23_ORL24,203484,K. Caldwell-Pope,DEN,ORL,23,24,0,ORL,-0.08186314497828173,0.02535992133531225,-0.10722306631359399
203486_CHA22_LAC22,203486,M. Plumlee,CHA,LAC,22,22,0,LAC,0.5623227529225161,0.27396540450707746,0.28835734841543864
203486_LAC23_PHX24,203486,M. Plumlee,LAC,PHX,23,24,0,PHX,0.09638839644477962,0.3156909627216672,-0.21930256627688757
203488_OKC22_BOS22,203488,M. Muscala,OKC,BOS,22,22,0,BOS,-0.4538252999650932,-0.1323008136162526,-0.32152448634884057
203488_BOS22_WAS23,203488,M. Muscala,BOS,WAS,22,23,0,WAS,-0.36683195041637495,-0.3685183916697142,0.0016864412533392215
203493_DAL22_HOU23,203493,R. Bullock Jr.,DAL,HOU,22,23,0,HOU,-0.16609072628731872,-0.06284670233583767,-0.10324402395148105
203496_LAC22_PHI23,203496,R. Covington,LAC,PHI,22,23,0,PHI,0.12806800380556385,0.12496104770230473,0.0031069561032591175
203501_DAL23_DET24,203501,T. Hardaway Jr.,DAL,DET,23,24,0,DET,0.10502608067850179,-0.031115935987496023,0.13614201666599782
203552_BKN22_DAL23,203552,S. Curry,BKN,DAL,22,23,0,DAL,0.7974883951509631,-0.10790351091336783,0.905391906064331
203552_DAL23_CHA23,203552,S. Curry,DAL,CHA,23,23,0,CHA,0.4708420095952453,0.7501626433696613,-0.279320633774416
203897_CHI24_SAC24,203897,Z. LaVine,CHI,SAC,24,24,0,SAC,-0.41776705185549357,-0.140138896677046,-0.2776281551784476
203915_DAL22_BKN22,203915,S. Dinwiddie,DAL,BKN,22,22,0,BKN,0.572416851181966,0.04185851075537872,0.5305583404265872
203915_BKN23_LAL23,203915,S. Dinwiddie,BKN,LAL,23,23,0,LAL,-0.3715953674942018,-0.03979587631497204,-0.33179949117922974
203915_LAL23_DAL24,203915,S. Dinwiddie,LAL,DAL,23,24,0,DAL,-0.3359130000574572,-0.39794166015178023,0.06202866009432301
203926_SAS23_IND23,203926,D. McDermott,SAS,IND,23,23,0,IND,0.014848952123192507,-0.13803209875160743,0.15288105087479995
203926_IND23_SAC24,203926,D. McDermott,IND,SAC,23,24,0,SAC,0.008264855026393946,0.014251275811849892,-0.005986420785455946
203933_BKN22_PHX22,203933,T. Warren,BKN,PHX,22,22,0,PHX,-0.11260351915880286,-0.13059987366813738,0.017996354509334525
203935_BOS22_MEM23,203935,M. Smart,BOS,MEM,22,23,0,MEM,0.30935567799240343,0.05203827476568448,0.257317403226719
203935_MEM24_WAS24,203935,M. Smart,MEM,WAS,24,24,0,WAS,0.9491849083398018,0.41122162489228986,0.537963283447512
203937_MIN23_GSW24,203937,K. Anderson,MIN,GSW,23,24,0,GSW,-0.08870935539536982,-0.3976425689305689,0.30893321353519904
203937_GSW24_MIA24,203937,K. Anderson,GSW,MIA,24,24,0,MIA,-0.07903135050466896,-0.057410666791477404,-0.021620683713191556
203944_NYK23_MIN24,203944,J. Randle,NYK,MIN,23,24,0,MIN,-0.12797705859107847,-0.023325225859135112,-0.10465183273194335
203952_GSW24_MIA24,203952,A. Wiggins,GSW,MIA,24,24,0,MIA,0.11377348565349685,0.1023106469276219,0.011462838725874946
203967_PHX22_OKC22,203967,D. Šarić,PHX,OKC,22,22,0,OKC,-0.0011127397438958286,0.0462488158979749,-0.04736155564187073
203967_OKC22_GSW23,203967,D. Šarić,OKC,GSW,22,23,0,GSW,-0.24976415052415457,-0.08999647044815019,-0.1597676800760044
203967_GSW23_DEN24,203967,D. Šarić,GSW,DEN,23,24,0,DEN,-0.1845143923600511,0.23392443995295356,-0.41843883231300466
203992_ATL24_LAC24,203992,B. Bogdanović,ATL,LAC,24,24,0,LAC,-0.2027102558048983,0.08760443255685565,-0.29031468836175395
203994_POR22_PHX23,203994,J. Nurkić,POR,PHX,22,23,0,PHX,0.4707349420888398,0.076534156198832,0.39420078589000784
203994_PHX24_CHA24,203994,J. Nurkić,PHX,CHA,24,24,0,CHA,0.3534791071282807,0.36433909678010024,-0.010859989651819557
203995_OKC23_CHA23,203995,V. Micić,OKC,CHA,23,23,0,CHA,-0.10396793363616338,-0.23646793708548658,0.1325000034493232
204001_WAS22_BOS23,204001,K. Porziņģis,WAS,BOS,22,23,0,BOS,0.7773906222086137,0.08004891268358413,0.6973417095250295
204060_MIL22_ORL23,204060,J. Ingles,MIL,ORL,22,23,0,ORL,-0.24865892133606488,-0.18066473013451362,-0.06799419120155126
