key,tri,yy,player_id,player,u,Lcos,Lfrob,abbrev,season,full_name,gp,mpg,ppg,apg,usg_pct,ast_pct,net_rating,touches,front_ct_touches,position,u_resid
PHX_22,PHX,22,1627814,D. Lee,0.064199790794979,0.0047384557791327,177.22721888618213,D. Lee,2022-23,Damion Lee,74.0,20.4,8.2,1.3,0.155,0.092,2.7,28.6,17.2,G-F,-0.011291820623996583
PHX_22,PHX,22,1628470,T. Craig,0.0549163179916318,0.022309210199049,222.87364295551708,T. Craig,2022-23,Torrey Craig,79.0,24.7,7.4,1.5,0.128,0.08,-3.7,32.5,16.1,F,0.007864385980311122
PHX_22,PHX,22,1628969,M. Bridges,0.1072175732217573,0.0131239010379291,172.4148321654222,M. Bridges,,,,,,,,,,,,Guard-Forward,-0.014320726343688606
PHX_22,PHX,22,1629006,J. Okogie,0.0577928870292887,0.0076860730576281,123.77501117961695,J. Okogie,2022-23,Josh Okogie,72.0,18.8,7.3,1.5,0.174,0.104,4.9,23.7,13.6,G,-0.007216697692605037
PHX_22,PHX,22,1629013,L. Shamet,0.0419717573221757,0.0091726820760322,112.5354190515118,L. Shamet,2022-23,Landry Shamet,40.0,20.2,8.7,2.3,0.186,0.167,2.2,35.4,18.4,G,-0.003581646557382214
PHX_22,PHX,22,1629028,D. Ayton,0.1140167364016736,0.0360622989826506,263.6795967071811,D. Ayton,2022-23,Deandre Ayton,67.0,30.4,18.0,1.7,0.231,0.09,0.0,51.9,27.9,C,0.006201202448582261
PHX_22,PHX,22,1629111,J. Landale,0.0449790794979079,0.0209730170812689,173.7468654894764,J. Landale,2022-23,Jock Landale,69.0,14.2,6.6,1.0,0.182,0.101,7.9,23.6,15.4,C,0.00787997669559146
PHX_22,PHX,22,1629661,C. Johnson,0.0228817991631799,0.0113832839946841,195.21591811795557,C. Johnson,,,,,,,,,,,,Forward,1.637990882870366e-05
PHX_22,PHX,22,1630240,S. Lee,0.0180439330543933,0.0064053739755921,105.06940008829092,S. Lee,2022-23,Saben Lee,25.0,14.9,6.0,2.7,0.184,0.278,-4.4,34.3,11.2,G,-0.004819210125518323
PHX_22,PHX,22,1630613,D. Washington Jr.,0.033342050209205,0.0093098019541097,194.61454561029976,D. Washington Jr.,,,,,,,,,,,,Guard,-0.002654133082790791
PHX_22,PHX,22,1630688,I. Wainright,0.028373430962343,0.0049678543454373,144.52215553545898,I. Wainright,2022-23,Ish Wainright,60.0,15.3,4.2,0.9,0.117,0.075,6.1,15.7,10.2,F,-0.006663159573486468
PHX_22,PHX,22,201142,K. Durant,0.0190899581589958,0.0109183892545642,128.5286601249494,K. Durant,2022-23,Kevin Durant,47.0,35.6,29.1,5.0,0.305,0.228,6.8,66.3,38.8,F,-0.00032979575232931074
PHX_22,PHX,22,202687,B. Biyombo,0.0281119246861924,0.0477535438264352,411.234026196998,B. Biyombo,2022-23,Bismack Biyombo,61.0,14.3,4.3,0.9,0.136,0.089,3.1,23.1,13.4,C,0.03613757931892222
PHX_22,PHX,22,203082,T. Ross,0.0211820083682008,0.004413090128,88.51965219412249,T. Ross,2022-23,Terrence Ross,63.0,21.1,8.3,1.5,0.166,0.101,-2.6,21.8,15.0,G-F,-0.006894165903387278
PHX_22,PHX,22,203933,T. Warren,0.0070606694560669,0.0081250303532237,223.3128155767696,T. Warren,2022-23,T.J. Warren,42.0,16.4,7.5,1.0,0.185,0.081,4.4,21.5,12.1,F,-0.003090612147332047
PHX_22,PHX,22,203967,D. Šarić,0.0247123430962343,0.0011327622345358,45.74782503210115,D. Šarić,,,,,,,,,,,,Forward-Center,-0.010310061974145475
POR_22,POR,22,1626159,J. Winslow,0.0246651637713831,0.003942312582608,25.070254652762788,J. Winslow,2022-23,Justise Winslow,29.0,26.8,6.8,3.4,0.139,0.177,-2.6,52.4,22.8,F-G,-0.007498402789850403
POR_22,POR,22,1628404,J. Hart,0.0571542235777748,0.0153380157827263,47.76932741907804,J. Hart,,,,,,,,,,,,Guard,0.0005395035765658474
POR_22,POR,22,1628995,K. Knox II,0.0204216947354462,0.0023592400895214,18.266996470092984,K. Knox II,2022-23,Kevin Knox II,63.0,15.1,6.6,0.5,0.175,0.053,-11.4,21.5,10.4,F,-0.008924717147075985
POR_22,POR,22,1629014,A. Simons,0.1418909958891393,0.0125772880657508,50.13558715888757,A. Simons,2022-23,Anfernee Simons,62.0,35.0,21.1,4.1,0.247,0.186,-1.6,67.4,32.3,G,-0.028937887730665836
POR_22,POR,22,1629234,D. Eubanks,0.0472085930247977,0.0678085015995417,111.60857278845484,D. Eubanks,2022-23,Drew Eubanks,78.0,20.3,6.6,1.3,0.122,0.092,-4.1,27.9,15.4,F-C,0.054443244392414124
POR_22,POR,22,1629629,C. Reddish,0.0269195066967245,0.0030209271237218,21.618135235722317,C. Reddish,2022-23,Cam Reddish,40.0,24.7,9.7,1.4,0.166,0.085,-9.0,28.5,17.8,F-G,-0.008529549398342207
POR_22,POR,22,1629642,N. Little,0.0399151306192812,0.000784814575221,11.78038728722314,N. Little,2022-23,Nassir Little,54.0,18.1,6.6,0.9,0.158,0.075,-8.8,22.4,12.6,F-G,-0.011756707378908918
POR_22,POR,22,1629680,M. Thybulle,0.0181673518101047,0.0022586621782191,18.223337360291207,M. Thybulle,2022-23,Matisse Thybulle,71.0,16.9,4.1,0.7,0.102,0.059,-0.5,15.8,8.9,G-F,-0.008968500688631562
POR_22,POR,22,1630219,S. Mays,0.0108738894045882,0.0015672951843626,17.23757866435,S. Mays,2022-23,Skylar Mays,6.0,31.5,15.3,8.3,0.182,0.368,-16.3,80.2,27.8,Forward,-0.009602020620847194
POR_22,POR,22,1630553,K. Johnson,0.0281129823630818,0.0056110068418292,28.565626200512984,K. Johnson,2022-23,Keon Johnson,40.0,10.4,4.7,1.5,0.237,0.226,-16.2,21.3,8.8,G,-0.006005018035840524
POR_22,POR,22,1630570,T. Watford,0.0481368518764089,0.0045911694985414,28.681246914094206,T. Watford,2022-23,Trendon Watford,62.0,19.1,7.4,2.1,0.158,0.162,-7.1,35.1,16.0,F,-0.008892724809488613
POR_22,POR,22,1631101,S. Sharpe,0.0835432966450072,0.0050567625610061,27.109266925312102,S. Sharpe,2022-23,Shaedon Sharpe,80.0,22.2,9.9,1.2,0.186,0.079,-7.6,26.1,16.5,G,-0.015278186305764668
POR_22,POR,22,1631133,J. Walker,0.0232064712902798,0.0034570679042448,21.98096779790479,J. Walker,2022-23,Jabari Walker,56.0,11.1,3.9,0.6,0.164,0.08,-9.0,13.4,7.7,F,-0.007922417725669602
POR_22,POR,22,1631219,J. Butler Jr.,0.0070282455907704,0.0039931703495427,24.404174554611696,J. Butler Jr.,2022-23,John Butler Jr.,19.0,11.6,2.4,0.6,0.102,0.066,-16.1,8.3,5.1,F,-0.00722309150204247
POR_22,POR,22,203081,D. Lillard,0.1816735181010476,0.0414825310394552,92.754425258579,D. Lillard,2022-23,Damian Lillard,58.0,36.3,32.2,7.3,0.331,0.338,2.1,88.1,37.4,G,-0.021531706849142497
POR_22,POR,22,203924,J. Grant,0.140432303408036,0.0036311577901742,22.52525574342101,J. Grant,2022-23,Jerami Grant,63.0,35.6,20.5,2.4,0.227,0.103,-1.2,53.3,32.9,F,-0.03720448218044783
POR_22,POR,22,203994,J. Nurkić,0.0731998408699111,0.0262190417202772,63.12587180262621,J. Nurkić,2022-23,Jusuf Nurkić,52.0,26.8,13.3,2.9,0.218,0.16,0.3,53.8,31.6,C,0.008354213759254565
SAC_22,SAC,22,1626158,R. Holmes,0.0097530082330588,0.0017686754430292,14.76266332430785,R. Holmes,2022-23,Richaun Holmes,42.0,8.3,3.1,0.2,0.132,0.04,-9.3,10.1,6.4,F,-0.009408801896822215
SAC_22,SAC,22,1626168,T. Lyles,0.0535782140595313,0.0019995375409861,31.866105115723983,T. Lyles,2022-23,Trey Lyles,74.0,16.9,7.6,0.9,0.174,0.073,4.0,26.6,14.7,F,-0.012242458291060767
SAC_22,SAC,22,1627734,D. Sabonis,0.1371754274857504,0.106834832406642,108.64246063499353,D. Sabonis,2022-23,Domantas Sabonis,79.0,34.6,19.1,7.3,0.213,0.297,3.9,83.5,48.1,F-C,0.06748865032988456
SAC_22,SAC,22,1628368,D. Fox,0.1834072197593413,0.055763550874532,77.20968104425394,D. Fox,2022-23,De'Aaron Fox,73.0,33.4,25.0,6.1,0.288,0.281,3.1,78.2,24.5,G,-0.008317735345303778
SAC_22,SAC,22,1628370,M. Monk,0.1184293856871437,0.0026065167837596,16.966758761176536,M. Monk,2022-23,Malik Monk,77.0,22.3,13.5,3.9,0.247,0.258,1.0,40.4,25.1,G,-0.028912311680742427
SAC_22,SAC,22,1628989,K. Huerter,0.1148828372387587,0.0058300509692583,33.04632289061259,K. Huerter,2022-23,Kevin Huerter,75.0,29.4,15.2,2.9,0.197,0.137,4.5,44.0,30.5,G-F,-0.024350866518194007
SAC_22,SAC,22,1629002,C. Metu,0.0283723875870804,0.0542865351796089,81.09062048890254,C. Metu,2022-23,Chimezie Metu,66.0,10.4,4.9,0.6,0.168,0.08,6.7,15.6,9.2,F-C,0.04265558179716468
SAC_22,SAC,22,1629056,T. Davis,0.04914502849905,0.0055277318509083,29.428937440839054,T. Davis,2022-23,Terence Davis,64.0,13.1,6.7,1.0,0.215,0.11,4.0,20.6,13.9,G,-0.008088543137999633
SAC_22,SAC,22,1630556,K. Edwards,0.0086130462317922,0.0022441294841351,15.794041605559409,K. Edwards,2022-23,Kessler Edwards,36.0,10.7,2.8,0.6,0.119,0.073,2.2,13.1,8.0,F,-0.008946307909984963
SAC_22,SAC,22,1630558,D. Mitchell,0.052691576947435,0.0030697236379317,18.89633857723637,D. Mitchell,2022-23,Davion Mitchell,80.0,18.1,5.6,2.3,0.14,0.173,2.7,35.1,12.7,G,-0.011041442923530275
SAC_22,SAC,22,1631099,K. Murray,0.0976567447751741,0.0147346902729348,54.17520624608288,K. Murray,2022-23,Keegan Murray,80.0,29.8,12.2,1.2,0.156,0.053,1.7,34.9,24.2,F,-0.009594743867067554
SAC_22,SAC,22,203084,H. Barnes,0.1224825839138695,0.0039116270979938,20.91831718646021,H. Barnes,2022-23,Harrison Barnes,82.0,32.5,15.0,1.6,0.168,0.063,4.8,45.9,29.6,F,-0.029191933277818292
SAC_22,SAC,22,203521,M. Dellavedova,0.0065864471184293,0.0010435640625487,10.846142383327804,M. Dellavedova,2022-23,Matthew Dellavedova,32.0,6.6,1.5,1.3,0.122,0.279,-8.8,15.2,5.2,G,-0.010181515676940998
SAS_22,SAS,22,1626169,S. Johnson,0.016979219462747,0.0031646554442406,32.19646985678402,S. Johnson,,,,,,,,,,,,Forward-Guard,-0.00803996915731571
SAS_22,SAS,22,1626196,J. Richardson,0.0504308160162189,0.0055496041018935,51.1268318020841,J. Richardson,,,,,,,,,,,,Center,-0.008240836470962786
SAS_22,SAS,22,1627751,J. Poeltl,0.0491637100861632,0.1200648786761769,149.91982834752673,J. Poeltl,,,,,,,,,,,,Center,0.10644611598097208
SAS_22,SAS,22,1628380,Z. Collins,0.0713380638621388,0.0567117446410272,95.87155863429614,Z. Collins,2022-23,Zach Collins,63.0,22.9,11.6,2.9,0.209,0.18,-7.5,38.3,26.4,F-C,0.039250444874883814
SAS_22,SAS,22,1628966,K. Bates-Diop,0.0612012164216928,0.0035774473063573,42.40687111636612,K. Bates-Diop,2022-23,Keita Bates-Diop,67.0,21.7,9.7,1.5,0.165,0.099,-8.5,25.9,16.6,F,-0.011906653729123652
SAS_22,SAS,22,1628984,D. Graham,0.0268626457171819,0.0071978558170909,48.4714692726399,D. Graham,2022-23,Devonte' Graham,73.0,18.3,7.4,2.7,0.165,0.207,-6.2,34.9,16.6,G,-0.0043496263095530435
SAS_22,SAS,22,1629640,K. Johnson,0.1520527116066903,0.0099543294316193,47.78821070554399,K. Johnson,2022-23,Keldon Johnson,63.0,32.8,22.0,2.9,0.273,0.137,-11.3,57.7,33.9,F-G,-0.03650819772750725
SAS_22,SAS,22,1629641,R. Langford,0.0325646224024328,0.0012438392990089,33.24877284057545,R. Langford,2022-23,Romeo Langford,43.0,19.6,6.9,1.2,0.148,0.08,-8.5,21.9,14.7,G-F,-0.010662113445561082
SAS_22,SAS,22,1629646,C. Bassey,0.0144450076026355,0.0049417854072525,35.27347429145681,C. Bassey,2022-23,Charles Bassey,35.0,14.5,5.7,1.4,0.152,0.131,-2.4,24.9,14.2,C-F,-0.006231821257928302
SAS_22,SAS,22,1629676,I. Roby,0.0210339584389254,0.0058339729312902,40.00576358035871,I. Roby,,,,,,,,,,,,Forward,-0.005468582425222981
SAS_22,SAS,22,1630170,D. Vassell,0.0755195134313228,0.0241303918349634,78.17113899358799,D. Vassell,2022-23,Devin Vassell,38.0,31.0,18.5,3.6,0.24,0.173,-11.7,53.2,32.7,G-F,0.005745253379895704
SAS_22,SAS,22,1630200,T. Jones,0.1055499239736442,0.0144381456607929,62.29956097505679,T. Jones,2022-23,Tre Jones,68.0,29.2,12.9,6.6,0.189,0.306,-7.8,67.1,19.3,G,-0.012439315424369745
SAS_22,SAS,22,1630572,S. Mamukelashvili,0.0206538266599087,0.0047252617925589,43.541234491028185,S. Mamukelashvili,2022-23,Sandro Mamukelashvili,43.0,15.3,6.1,1.4,0.177,0.134,-10.1,27.2,15.0,F-C,-0.006565587147661584
SAS_22,SAS,22,1630577,J. Champagnie,0.0165990876837303,0.0048683243695981,28.445106192640655,J. Champagnie,2022-23,Julian Champagnie,17.0,18.8,9.7,0.6,0.181,0.043,-10.6,23.1,13.5,F,-0.006330167129906594
SAS_22,SAS,22,1631103,M. Branham,0.079954384186518,0.0071151355359774,50.16229949605852,M. Branham,2022-23,Malaki Branham,66.0,23.5,10.2,1.9,0.188,0.112,-11.1,35.5,15.9,F,-0.012318917706032564
SAS_22,SAS,22,1631104,B. Wesley,0.0321844906234161,0.004572724035189,37.26752639878696,B. Wesley,2022-23,Blake Wesley,37.0,18.1,5.0,2.6,0.18,0.201,-13.4,36.2,12.9,G,-0.007305673180715201
SAS_22,SAS,22,1631110,J. Sochan,0.0717181956411556,0.0194079137420976,63.66544481698349,J. Sochan,2022-23,Jeremy Sochan,56.0,26.0,11.0,2.5,0.195,0.132,-7.0,44.3,21.9,F,0.001865241131647953
SAS_22,SAS,22,1631230,D. Barlow,0.0100101368474404,0.0305077415539377,82.24178223594143,D. Barlow,2022-23,Dominick Barlow,28.0,14.6,3.9,0.9,0.107,0.079,-10.7,15.4,9.0,F,0.019332537996611502
SAS_22,SAS,22,203476,G. Dieng,0.0145717181956411,0.0085740039538342,58.08488834238822,G. Dieng,2022-23,Gorgui Dieng,31.0,11.6,3.9,1.7,0.177,0.221,-18.6,21.1,14.5,C,-0.0026006020822769375
SAS_22,SAS,22,203926,D. McDermott,0.0688038520020273,0.0133066667362213,59.98034940204845,D. McDermott,2022-23,Doug McDermott,64.0,20.5,10.2,1.4,0.186,0.098,-9.7,28.2,20.4,F,-0.003625500133249705
TOR_22,TOR,22,1627751,J. Poeltl,0.0281981632389082,0.0111185742514926,38.23275444582165,J. Poeltl,2022-23,Jakob Poeltl,72.0,26.5,12.5,2.7,0.18,0.146,-3.1,52.1,30.0,C,-0.0005023258672446369
TOR_22,TOR,22,1627783,P. Siakam,0.1871685422325701,0.0467195074421624,79.84716744852766,P. Siakam,2022-23,Pascal Siakam,71.0,37.4,24.2,5.8,0.27,0.244,2.4,80.4,41.3,F,-0.019714142767796913
TOR_22,TOR,22,1627823,J. Hernangomez,0.013840382874143,0.0019582658829293,16.081411125599185,J. Hernangomez,2022-23,Juancho Hernangomez,42.0,14.6,2.9,0.6,0.092,0.051,0.5,17.0,9.2,Forward,-0.009211371531212152
TOR_22,TOR,22,1627832,F. VanVleet,0.1499159229077739,0.0441643556278463,90.91144621801293,F. VanVleet,2022-23,Fred VanVleet,69.0,36.7,19.3,7.2,0.225,0.276,3.3,84.6,36.8,G,-0.0012268487479334678
TOR_22,TOR,22,1628384,O. Anunoby,0.1235286508860432,0.0113087530862654,39.12209472395983,O. Anunoby,2022-23,OG Anunoby,67.0,35.6,16.8,2.0,0.192,0.08,3.0,46.8,30.7,F,-0.022213445691067743
TOR_22,TOR,22,1628449,C. Boucher,0.0583365670676497,0.0038065024404299,22.46593167593095,C. Boucher,2022-23,Chris Boucher,76.0,20.0,9.4,0.4,0.175,0.029,-1.3,23.4,12.3,F-C,-0.011186183477459751
TOR_22,TOR,22,1629018,G. Trent Jr.,0.1266330358297762,0.0126643254444449,50.67051831649066,G. Trent Jr.,2022-23,Gary Trent Jr.,66.0,32.1,17.4,1.6,0.209,0.075,-2.1,38.6,29.9,G-F,-0.022123550023059976
TOR_22,TOR,22,1630173,P. Achiuwa,0.05484413400595,0.0039545426821486,23.35958251098721,P. Achiuwa,2022-23,Precious Achiuwa,55.0,20.7,9.2,0.9,0.19,0.063,-1.6,32.3,18.9,F,-0.010479174755014023
TOR_22,TOR,22,1630201,M. Flynn,0.0309145000646746,0.0012833539421346,17.99467606488843,M. Flynn,2022-23,Malachi Flynn,53.0,13.0,4.6,1.3,0.168,0.145,-3.5,26.4,12.0,G,-0.010506771218818968
TOR_22,TOR,22,1630288,J. Dowtin Jr.,0.0078903117319881,0.0010436289780407,21.41813342395787,J. Dowtin Jr.,2022-23,Jeff Dowtin Jr.,25.0,10.3,2.4,1.2,0.106,0.154,-0.6,17.6,8.3,G,-0.010157459000299884
TOR_22,TOR,22,1630567,S. Barnes,0.138274479368775,0.0243865611307642,57.74918902959246,S. Barnes,2022-23,Scottie Barnes,77.0,34.8,15.3,4.8,0.2,0.195,3.2,71.1,34.4,F,-0.015457959585292773
TOR_22,TOR,22,1630625,D. Banton,0.0166860690725649,0.0012071896202203,13.344392042088243,D. Banton,2022-23,Dalano Banton,31.0,9.0,4.6,1.2,0.229,0.202,-6.5,20.6,9.5,F,-0.009992659149560644
TOR_22,TOR,22,1631132,C. Koloko,0.0164273703272539,0.0242636267742227,62.38340618707099,C. Koloko,2022-23,Christian Koloko,58.0,13.8,3.1,0.5,0.1,0.05,9.0,14.7,9.4,C,0.013067734462703678
TOR_22,TOR,22,201152,T. Young,0.0253524770404863,0.0040826588351884,23.23288823817289,T. Young,2022-23,Thaddeus Young,54.0,14.7,4.4,1.4,0.131,0.133,-5.6,26.4,14.4,F,-0.007389573729258469
TOR_22,TOR,22,203115,W. Barton,0.0095718535765101,0.0027524695669647,23.46024834652973,W. Barton,2022-23,Will Barton,56.0,17.7,6.8,2.0,0.182,0.162,-8.4,29.6,16.2,G,-0.008426753265339414
UTA_22,UTA,22,1627736,M. Beasley,0.0846676059946202,0.0126439550633843,76.82493296942734,M. Beasley,,,,,,,,,,,,Guard,-0.007982800616361797
UTA_22,UTA,22,1627739,K. Dunn,0.0308697322915332,0.0017993145883814,29.04788856513956,K. Dunn,2022-23,Kris Dunn,22.0,25.8,13.2,5.6,0.195,0.315,-4.3,65.4,19.5,G,-0.009987805354300331
UTA_22,UTA,22,1628374,L. Markkanen,0.1560138337389522,0.0151271092981873,165.72462934215983,L. Markkanen,2022-23,Lauri Markkanen,66.0,34.4,25.6,1.9,0.259,0.086,3.8,51.5,32.3,F-C,-0.03336507783802245
UTA_22,UTA,22,1628962,U. Azubuike,0.0081977712309465,0.005401838927952,42.438630426189576,U. Azubuike,2022-23,Udoka Azubuike,36.0,10.0,3.5,0.3,0.113,0.043,-11.7,8.6,5.4,C-F,-0.005794487330874363
UTA_22,UTA,22,1629012,C. Sexton,0.0740361214294863,0.0033842792912072,41.79337189932038,C. Sexton,2022-23,Collin Sexton,48.0,23.9,14.3,2.9,0.23,0.178,0.1,45.9,19.3,G,-0.014665886441456359
UTA_22,UTA,22,1629020,J. Vanderbilt,0.0399641347508646,0.0054099554235712,43.32550406751836,J. Vanderbilt,,,,,,,,,,,,Forward,-0.007136459297708312
UTA_22,UTA,22,1629308,J. Toscano-Anderson,0.0103753042141667,0.0016193281743046,24.14783487958233,J. Toscano-Anderson,2022-23,Juan Toscano-Anderson,52.0,13.5,3.0,1.3,0.109,0.122,-9.9,19.7,9.3,F,-0.009553057058796605
UTA_22,UTA,22,1629638,N. Alexander-Walker,0.025361854745741,0.0008074879403965,35.014914098795835,N. Alexander-Walker,,,,,,,,,,,,Guard,-0.01066518645674994
UTA_22,UTA,22,1629659,T. Horton-Tucker,0.090303573715896,0.0009035956901424,22.6820171147088,T. Horton-Tucker,2022-23,Talen Horton-Tucker,65.0,20.2,10.7,3.8,0.25,0.274,0.1,45.4,16.9,G,-0.021254821092485263
UTA_22,UTA,22,1629677,L. Samanic,0.0084539515819136,0.0049592163639671,40.82219834361442,L. Samanic,2022-23,Luka Samanic,7.0,23.0,9.9,2.1,0.193,0.115,-1.7,34.1,19.9,F,-0.00623340340739989
UTA_22,UTA,22,1630534,O. Agbaji,0.0525169719482515,0.002179108884367,28.50206020748293,O. Agbaji,2022-23,Ochai Agbaji,59.0,20.5,7.9,1.1,0.154,0.072,-0.2,22.9,14.2,G,-0.01190662854471238
UTA_22,UTA,22,1630548,J. Juzang,0.0115281157935186,0.0033041378390289,35.73341148466603,J. Juzang,2022-23,Johnny Juzang,18.0,12.9,4.8,0.4,0.187,0.051,-17.7,16.3,10.2,G,-0.007862513923735466
UTA_22,UTA,22,1631117,W. Kessler,0.0439349301908543,0.0559800912101506,203.50547073190228,W. Kessler,2022-23,Walker Kessler,74.0,23.0,9.2,0.9,0.13,0.057,3.0,24.4,15.4,C,0.0430083583572998
UTA_22,UTA,22,1631323,S. Fontecchio,0.0389394133469962,0.0004484436276306,19.29444898476153,S. Fontecchio,2022-23,Simone Fontecchio,52.0,14.7,6.3,0.8,0.192,0.079,-13.1,18.7,12.0,F,-0.011997466496278971
UTA_22,UTA,22,200752,R. Gay,0.036505700012809,0.014660476113211,76.40630804725501,R. Gay,2022-23,Rudy Gay,56.0,14.6,5.2,1.0,0.173,0.095,2.9,23.6,11.5,F-G,0.0024380471830762595
UTA_22,UTA,22,201144,M. Conley,0.0525169719482515,0.0029998754438073,39.19292055871376,M. Conley,,,,,,,,,,,,Guard,-0.011085861985272082
UTA_22,UTA,22,203482,K. Olynyk,0.0869732291533239,0.0018178388665615,29.892521735966746,K. Olynyk,2022-23,Kelly Olynyk,68.0,28.6,12.5,3.7,0.176,0.173,0.4,56.1,28.4,F-C,-0.019421623065499216
UTA_22,UTA,22,203903,J. Clarkson,0.1369283975919047,0.0059370843711271,45.24551751262288,J. Clarkson,2022-23,Jordan Clarkson,61.0,32.6,20.8,4.4,0.273,0.209,0.8,56.1,31.7,G,-0.0332976891264246
WAS_22,WAS,22,1626153,D. Wright,0.0374002876945207,0.0023889443047507,30.25994032885596,D. Wright,2022-23,Delon Wright,50.0,24.4,7.4,3.9,0.125,0.209,3.2,47.5,18.7,G,-0.00991314281320052
WAS_22,WAS,22,1628398,K. Kuzma,0.1646397279979077,0.0077360108912724,32.568835822767056,K. Kuzma,2022-23,Kyle Kuzma,64.0,35.0,21.2,3.7,0.273,0.164,0.3,59.3,33.6,F,-0.045372339954168006
WAS_22,WAS,22,1628420,M. Morris,0.0697005361579704,0.0092779227662781,36.16102692412396,M. Morris,2022-23,Monte Morris,62.0,27.4,10.3,5.3,0.155,0.249,0.1,57.9,22.5,G,-0.007838813330818253
WAS_22,WAS,22,1629060,R. Hachimura,0.043808029292533,0.0010549660554195,15.501252686137558,R. Hachimura,,,,,,,,,,,,Forward,-0.011902292336400009
WAS_22,WAS,22,1629134,K. Nunn,0.0264155878122139,0.0012666971296012,13.32867857636382,K. Nunn,2022-23,Kendrick Nunn,70.0,13.8,7.1,1.3,0.227,0.137,-2.3,20.4,11.2,G,-0.010257649467798264
WAS_22,WAS,22,1629655,D. Gafford,0.0502157708905453,0.4108602821575936,212.05807091253385,D. Gafford,2022-23,Daniel Gafford,78.0,20.6,9.0,1.1,0.146,0.074,-2.5,29.2,16.3,F-C,0.3970993866892927
WAS_22,WAS,22,1630166,D. Avdija,0.0860468157447365,0.0056160566434669,28.39647108750931,D. Avdija,2022-23,Deni Avdija,76.0,26.6,9.2,2.8,0.165,0.142,-0.8,44.8,21.6,F,-0.015374906138567852
WAS_22,WAS,22,1630264,A. Gill,0.0171309010069308,0.0015999856624817,23.55570947751023,A. Gill,2022-23,Anthony Gill,59.0,10.6,3.3,0.6,0.116,0.074,-0.8,11.1,7.3,F,-0.009607232032014463
WAS_22,WAS,22,1630557,C. Kispert,0.0806852360402772,0.0042279473722844,27.537368275024875,C. Kispert,2022-23,Corey Kispert,74.0,28.3,11.1,1.2,0.139,0.056,-3.2,32.6,20.1,F,-0.01538578921031843
WAS_22,WAS,22,1630692,J. Goodwin,0.0442003400026154,0.002515920703895,21.90343095317364,J. Goodwin,2022-23,Jordan Goodwin,62.0,17.8,6.6,2.7,0.165,0.22,-4.5,37.9,15.1,G,-0.010486273343843902
WAS_22,WAS,22,1631098,J. Davis,0.0245848044984961,0.0015206062259865,16.659276374485405,J. Davis,2022-23,Johnny Davis,28.0,15.1,5.8,1.0,0.192,0.1,-6.2,20.0,12.8,G,-0.009916535752067624
WAS_22,WAS,22,201959,T. Gibson,0.0167385902968484,0.0012016793548396,12.892411273871152,T. Gibson,2022-23,Taj Gibson,49.0,9.8,3.4,0.7,0.151,0.094,-1.1,15.0,9.2,F,-0.009999002210360566
WAS_22,WAS,22,203078,B. Beal,0.1294625343271871,0.0122072406000588,46.67921839681625,B. Beal,2022-23,Bradley Beal,50.0,33.5,23.2,5.4,0.288,0.26,0.7,67.9,39.2,G,-0.023764594003877627
WAS_22,WAS,22,203115,W. Barton,0.0392310710082385,0.0020732835935423,17.049102484147635,W. Barton,,,,,,,,,,,,Guard,-0.010400845745247495
WAS_22,WAS,22,204001,K. Porziņģis,0.1506473126716359,0.0734533684241733,98.75707713383228,K. Porziņģis,2022-23,Kristaps Porziņģis,65.0,32.6,23.2,2.7,0.272,0.125,1.4,60.2,40.0,F-C,0.02769732519061991
ATL_23,ATL,23,1627749,D. Murray,0.1928050185635642,0.0237951646310498,123.51555809875433,D. Murray,2023-24,Dejounte Murray,78.0,35.7,22.5,6.4,0.259,0.274,-2.7,81.3,32.1,G,-0.0462593551720568
ATL_23,ATL,23,1628981,B. Fernando,0.0248367686595826,0.0049280488469576,56.59713501753824,B. Fernando,2023-24,Bruno Fernando,45.0,15.2,6.3,1.0,0.172,0.1,-6.4,19.8,14.5,F-C,-0.006520375577897369
ATL_23,ATL,23,1629027,T. Young,0.1669440532582256,0.0483586349785966,165.5866354050358,T. Young,2023-24,Trae Young,54.0,36.0,25.7,10.8,0.289,0.435,-2.5,85.5,27.6,G,-0.006028416354823457
ATL_23,ATL,23,1629631,D. Hunter,0.0942260914095506,0.0091682826354393,68.38284529773156,D. Hunter,2023-24,De'Andre Hunter,57.0,29.5,15.6,1.5,0.204,0.073,-1.3,43.5,25.2,F-G,-0.014123924862210103
ATL_23,ATL,23,1629726,G. Mathews,0.028549481500448,0.0015656296966758,44.18748046504587,G. Mathews,2023-24,Garrison Mathews,66.0,15.0,4.9,0.6,0.11,0.049,-4.0,14.0,9.2,G,-0.010075655015948783
ATL_23,ATL,23,1630168,O. Okongwu,0.0444245295096658,0.0260755087341916,115.04491918638304,O. Okongwu,2023-24,Onyeka Okongwu,55.0,25.5,10.2,1.3,0.134,0.071,-0.9,28.5,19.4,F-C,0.013047385917055173
ATL_23,ATL,23,1630180,S. Bey,0.0857764690820637,0.0014155103425155,33.206579498874994,S. Bey,2023-24,Saddiq Bey,63.0,32.7,13.7,1.5,0.163,0.058,-0.5,40.0,23.1,G-F,-0.01950352017367624
